plainsDrive_frame01800.png,29.560578909198625,22.5
plainsDrive_frame01801.png,28.862803430529453,-22.5
plainsDrive_frame01802.png,27.100446012877256,22.5
plainsDrive_frame01800.png,29.560578909198625,22.5
plainsDrive_frame01801.png,28.862803430529453,-22.5
plainsDrive_frame01802.png,27.100446012877256,22.5
plainsDrive_frame01800.png,29.560578909198625,22.5
plainsDrive_frame01801.png,28.862803430529453,-22.5
plainsDrive_frame01802.png,27.100446012877256,22.5
plainsDrive_frame01803.png,25.83610095893019,22.5
plainsDrive_frame01800.png,29.560578909198625,22.5
plainsDrive_frame01800.png,29.560578909198625,22.5
plainsDrive_frame01801.png,28.862803430529453,-22.5
plainsDrive_frame01802.png,27.100446012877256,22.5
plainsDrive_frame01800.png,29.560578909198625,22.5
plainsDrive_frame01801.png,28.862803430529453,-22.5
plainsDrive_frame01802.png,27.100446012877256,22.5
plainsDrive_frame01803.png,25.83610095893019,22.5
plainsDrive_frame01804.png,25.88203586188112,22.5
plainsDrive_frame01800.png,29.560578909198625,22.5
plainsDrive_frame01801.png,28.862803430529453,-22.5
plainsDrive_frame01802.png,27.100446012877256,22.5
plainsDrive_frame01803.png,25.83610095893019,22.5
